Date;rfr;t;n;Underlying
15.02.2011;0,12%;41;700;18,05
16.02.2011;0,11%;60;701;19,35
17.02.2011;0,09%;59;702;19,65
18.02.2011;0,09%;58;703;19,80
22.02.2011;0,10%;57;704;21,60
23.02.2011;0,12%;56;705;22,55
24.02.2011;0,12%;55;706;22,35
25.02.2011;0,12%;54;707;21,15
28.02.2011;0,13%;53;708;20,30
01.03.2011;0,13%;52;709;21,70
02.03.2011;0,12%;51;710;21,60
03.03.2011;0,12%;50;711;20,70
04.03.2011;0,11%;49;712;21,15
07.03.2011;0,10%;48;713;21,80
08.03.2011;0,10%;47;714;21,40
09.03.2011;0,09%;46;715;21,80
10.03.2011;0,07%;45;716;22,70
11.03.2011;0,07%;44;717;22,05
14.03.2011;0,07%;43;718;22,30
15.03.2011;0,09%;42;719;23,45
16.03.2011;0,08%;60;720;25,15
17.03.2011;0,07%;59;721;24,40
18.03.2011;0,06%;58;722;23,65
21.03.2011;0,07%;57;723;22,30
22.03.2011;0,09%;56;724;22,25
23.03.2011;0,08%;55;725;21,60
24.03.2011;0,07%;54;726;21,05
25.03.2011;0,08%;53;727;21,05
28.03.2011;0,08%;52;728;21,55
29.03.2011;0,10%;51;729;20,95
30.03.2011;0,09%;50;730;20,70
31.03.2011;0,09%;49;731;20,80
01.04.2011;0,06%;48;732;20,55
04.04.2011;0,04%;47;733;20,25
05.04.2011;0,07%;46;734;20,15
06.04.2011;0,06%;45;735;20,15
07.04.2011;0,04%;44;736;20,35
08.04.2011;0,04%;43;737;20,65
11.04.2011;0,04%;42;738;20,45
12.04.2011;0,05%;41;739;20,70
13.04.2011;0,05%;40;740;20,35
14.04.2011;0,07%;39;741;20,15
15.04.2011;0,06%;38;742;19,65
18.04.2011;0,05%;37;743;20,20
19.04.2011;0,05%;36;744;19,10
20.04.2011;0,06%;60;745;20,35
21.04.2011;0,05%;59;746;20,00
25.04.2011;0,05%;58;747;19,60
26.04.2011;0,06%;57;748;19,20
27.04.2011;0,05%;56;749;18,75
28.04.2011;0,04%;55;750;18,40
29.04.2011;0,04%;54;751;18,35
02.05.2011;0,03%;53;752;18,80
03.05.2011;0,02%;52;753;19,35
04.05.2011;0,02%;51;754;19,55
05.05.2011;0,01%;50;755;19,80
06.05.2011;0,01%;49;756;19,55
09.05.2011;0,01%;48;757;18,85
10.05.2011;0,03%;47;758;18,20
11.05.2011;0,02%;46;759;18,65
12.05.2011;0,02%;45;760;18,35
13.05.2011;0,02%;44;761;18,65
16.05.2011;0,02%;43;762;19,05
17.05.2011;0,04%;42;763;18,70
18.05.2011;0,04%;60;764;19,75
19.05.2011;0,04%;59;765;19,60
20.05.2011;0,04%;58;766;20,00
23.05.2011;0,05%;57;767;20,30
24.05.2011;0,05%;56;768;20,15
25.05.2011;0,05%;55;769;19,90
26.05.2011;0,05%;54;770;19,35
27.05.2011;0,04%;53;771;19,05
31.05.2011;0,05%;52;772;18,55
01.06.2011;0,04%;51;773;19,55
02.06.2011;0,04%;50;774;19,35
03.06.2011;0,03%;49;775;19,45
06.06.2011;0,02%;48;776;19,65
07.06.2011;0,04%;47;777;19,35
08.06.2011;0,03%;46;778;19,55
09.06.2011;0,04%;45;779;19,00
10.06.2011;0,04%;44;780;19,60
13.06.2011;0,04%;43;781;20,00
14.06.2011;0,05%;42;782;19,20
15.06.2011;0,05%;60;783;21,25
16.06.2011;0,03%;59;784;22,30
17.06.2011;0,03%;58;785;22,00
20.06.2011;0,02%;57;786;21,15
21.06.2011;0,02%;56;787;20,80
22.06.2011;0,01%;55;788;21,10
23.06.2011;0,01%;54;789;20,80
24.06.2011;0,01%;53;790;21,55
27.06.2011;0,01%;52;791;21,00
28.06.2011;0,02%;51;792;20,20
29.06.2011;0,02%;50;793;19,35
30.06.2011;0,01%;49;794;18,75
01.07.2011;0,02%;48;795;17,95
05.07.2011;-0,01%;47;796;18,10
06.07.2011;0,01%;46;797;18,35
07.07.2011;0,02%;45;798;17,85
08.07.2011;0,02%;44;799;18,25
11.07.2011;0,01%;43;800;19,60
12.07.2011;0,02%;42;801;20,00
13.07.2011;-0,01%;41;802;20,05
14.07.2011;0,01%;40;803;20,65
15.07.2011;0,01%;39;804;20,20
18.07.2011;0,01%;38;805;21,00
19.07.2011;0,02%;37;806;19,75
20.07.2011;0,02%;60;807;21,00
21.07.2011;0,04%;59;808;20,05
22.07.2011;0,03%;58;809;19,90
25.07.2011;0,03%;57;810;20,30
26.07.2011;0,07%;56;811;20,70
27.07.2011;0,08%;55;812;21,75
28.07.2011;0,07%;54;813;21,70
29.07.2011;0,09%;53;814;21,10
01.08.2011;0,07%;52;815;20,60
02.08.2011;0,06%;51;816;22,00
03.08.2011;0,01%;50;817;21,85
04.08.2011;0,01%;49;818;25,90
05.08.2011;0,01%;48;819;26,20
08.08.2011;0,02%;47;820;30,20
09.08.2011;0,03%;46;821;25,40
10.08.2011;0,01%;45;822;28,75
11.08.2011;0,01%;44;823;27,65
12.08.2011;0,01%;43;824;27,85
15.08.2011;0,00%;42;825;26,70
16.08.2011;0,01%;41;826;26,90
17.08.2011;0,01%;60;827;26,80
18.08.2011;0,00%;59;828;30,20
19.08.2011;0,00%;58;829;31,60
22.08.2011;-0,01%;57;830;32,65
23.08.2011;0,01%;56;831;31,75
24.08.2011;-0,01%;55;832;31,45
25.08.2011;-0,01%;54;833;31,75
26.08.2011;-0,01%;53;834;31,00
29.08.2011;0,00%;52;835;29,70
30.08.2011;0,01%;51;836;30,55
31.08.2011;0,01%;50;837;30,20
01.09.2011;0,01%;49;838;30,70
02.09.2011;0,02%;48;839;32,05
06.09.2011;0,02%;47;840;32,85
07.09.2011;0,02%;46;841;31,40
08.09.2011;0,01%;45;842;32,15
09.09.2011;0,01%;44;843;34,55
12.09.2011;0,01%;43;844;35,05
13.09.2011;0,00%;42;845;35,15
14.09.2011;0,00%;41;846;34,10
15.09.2011;0,00%;40;847;32,55
16.09.2011;0,00%;39;848;31,85
19.09.2011;0,00%;38;849;33,10
20.09.2011;0,01%;37;850;32,95
21.09.2011;0,01%;60;851;33,75
22.09.2011;0,00%;59;852;35,75
23.09.2011;-0,01%;58;853;35,90
26.09.2011;0,00%;57;854;34,70
27.09.2011;0,01%;56;855;34,30
28.09.2011;0,01%;55;856;36,05
29.09.2011;0,01%;54;857;35,30
30.09.2011;0,02%;53;858;37,75
03.10.2011;-0,01%;52;859;40,55
04.10.2011;0,00%;51;860;38,10
05.10.2011;0,00%;50;861;36,30
06.10.2011;0,00%;49;862;35,90
07.10.2011;0,01%;48;863;35,95
10.10.2011;0,01%;47;864;33,65
11.10.2011;0,00%;46;865;33,50
12.10.2011;0,02%;45;866;31,45
13.10.2011;0,02%;44;867;31,20
14.10.2011;0,01%;43;868;29,35
17.10.2011;0,02%;42;869;32,95
18.10.2011;0,02%;41;870;31,00
19.10.2011;0,02%;60;871;31,55
20.10.2011;0,02%;59;872;31,55
21.10.2011;0,02%;58;873;30,00
24.10.2011;0,01%;57;874;28,85
25.10.2011;0,01%;56;875;30,25
26.10.2011;0,01%;55;876;29,20
27.10.2011;0,01%;54;877;25,80
28.10.2011;0,00%;53;878;25,55
31.10.2011;-0,02%;52;879;28,20
01.11.2011;-0,01%;51;880;31,25
02.11.2011;0,00%;50;881;30,40
03.11.2011;0,00%;49;882;29,25
04.11.2011;-0,01%;48;883;29,85
07.11.2011;0,00%;47;884;29,75
08.11.2011;0,01%;46;885;28,35
09.11.2011;0,01%;45;886;33,45
10.11.2011;0,00%;44;887;31,50
11.11.2011;0,00%;43;888;30,20
14.11.2011;0,01%;42;889;30,75
15.11.2011;0,01%;41;890;30,70
16.11.2011;0,01%;60;891;33,60
17.11.2011;0,00%;59;892;34,65
18.11.2011;0,00%;58;893;33,75
21.11.2011;0,01%;57;894;34,35
22.11.2011;0,02%;56;895;33,85
23.11.2011;0,02%;55;896;35,05
25.11.2011;0,02%;54;897;35,60
28.11.2011;0,01%;53;898;33,70
29.11.2011;0,01%;52;899;33,20
30.11.2011;0,00%;51;900;30,90
01.12.2011;-0,01%;50;901;30,15
02.12.2011;-0,01%;49;902;29,90
05.12.2011;-0,01%;48;903;29,70
06.12.2011;0,00%;47;904;29,95
07.12.2011;0,00%;46;905;30,60
08.12.2011;0,00%;45;906;32,10
09.12.2011;0,00%;44;907;29,55
12.12.2011;0,00%;43;908;30,10
13.12.2011;0,01%;42;909;29,90
14.12.2011;-0,01%;41;910;30,10
15.12.2011;-0,01%;40;911;28,90
16.12.2011;-0,01%;39;912;28,85
19.12.2011;-0,01%;38;913;28,35
20.12.2011;0,01%;37;914;26,55
21.12.2011;0,00%;60;915;25,85
22.12.2011;0,00%;59;916;26,00
23.12.2011;-0,01%;58;917;26,40
27.12.2011;0,01%;57;918;26,20
28.12.2011;0,00%;56;919;27,10
29.12.2011;0,00%;55;920;26,55
30.12.2011;0,01%;54;921;27,15
03.01.2012;0,01%;53;922;25,80
04.01.2012;0,01%;52;923;25,30
05.01.2012;0,01%;51;924;24,90
06.01.2012;0,01%;50;925;24,40
09.01.2012;0,01%;49;926;24,15
10.01.2012;0,01%;48;927;23,65
11.01.2012;0,02%;47;928;24,15
12.01.2012;0,03%;46;929;23,75
13.01.2012;0,02%;45;930;24,10
17.01.2012;0,02%;44;931;23,95
18.01.2012;0,02%;60;932;24,95
19.01.2012;0,04%;59;933;24,40
20.01.2012;0,04%;58;934;23,90
23.01.2012;0,04%;57;935;23,50
24.01.2012;0,04%;56;936;23,25
25.01.2012;0,04%;55;937;22,50
26.01.2012;0,05%;54;938;22,55
27.01.2012;0,05%;53;939;22,20
30.01.2012;0,05%;52;940;22,55
31.01.2012;0,05%;51;941;22,75
01.02.2012;0,06%;50;942;22,05
02.02.2012;0,08%;49;943;21,35
03.02.2012;0,07%;48;944;20,55
06.02.2012;0,07%;47;945;20,20
07.02.2012;0,08%;46;946;20,40
08.02.2012;0,08%;45;947;21,00
09.02.2012;0,09%;44;948;21,95
10.02.2012;0,08%;43;949;23,55
13.02.2012;0,10%;42;950;21,90
14.02.2012;0,11%;41;951;22,45
15.02.2012;0,11%;60;952;25,60
16.02.2012;0,10%;59;953;24,65
17.02.2012;0,08%;58;954;24,80
21.02.2012;0,06%;57;955;25,15
22.02.2012;0,08%;56;956;24,55
23.02.2012;0,09%;55;957;23,35
24.02.2012;0,09%;54;958;24,30
27.02.2012;0,10%;53;959;24,55
28.02.2012;0,09%;52;960;24,05
29.02.2012;0,08%;51;961;24,00
01.03.2012;0,07%;50;962;23,30
02.03.2012;0,06%;49;963;23,70
05.03.2012;0,06%;48;964;23,65
06.03.2012;0,07%;47;965;25,30
07.03.2012;0,08%;46;966;23,95
08.03.2012;0,08%;45;967;23,25
09.03.2012;0,08%;44;968;22,75
12.03.2012;0,08%;43;969;21,75
13.03.2012;0,08%;42;970;21,00
14.03.2012;0,08%;41;971;22,10
15.03.2012;0,08%;40;972;21,75
16.03.2012;0,08%;39;973;21,60
19.03.2012;0,08%;38;974;20,00
20.03.2012;0,09%;37;975;19,10
21.03.2012;0,09%;60;976;21,20
22.03.2012;0,07%;59;977;21,60
23.03.2012;0,07%;58;978;20,20
26.03.2012;0,07%;57;979;18,30
27.03.2012;0,08%;56;980;19,55
28.03.2012;0,08%;55;981;19,70
29.03.2012;0,06%;54;982;19,55
30.03.2012;0,07%;53;983;19,00
02.04.2012;0,06%;52;984;18,85
03.04.2012;0,07%;51;985;19,30
04.04.2012;0,07%;50;986;19,90
05.04.2012;0,07%;49;987;20,45
09.04.2012;0,08%;48;988;21,45
10.04.2012;0,08%;47;989;22,70
11.04.2012;0,08%;46;990;22,35
12.04.2012;0,08%;45;991;20,00
13.04.2012;0,08%;44;992;21,70
16.04.2012;0,08%;43;993;21,35
17.04.2012;0,08%;42;994;19,95
18.04.2012;0,07%;60;995;22,45
19.04.2012;0,07%;59;996;22,45
20.04.2012;0,07%;58;997;21,90
23.04.2012;0,07%;57;998;22,55
24.04.2012;0,08%;56;999;21,80
25.04.2012;0,09%;55;1000;20,80
26.04.2012;0,09%;54;1001;20,30
27.04.2012;0,09%;53;1002;20,15
30.04.2012;0,09%;52;1003;20,50
01.05.2012;0,09%;51;1004;20,05
02.05.2012;0,08%;50;1005;19,95
03.05.2012;0,08%;49;1006;20,55
04.05.2012;0,07%;48;1007;21,45
07.05.2012;0,08%;47;1008;20,85
08.05.2012;0,09%;46;1009;21,00
09.05.2012;0,09%;45;1010;21,85
10.05.2012;0,09%;44;1011;20,85
11.05.2012;0,09%;43;1012;21,60
14.05.2012;0,09%;42;1013;23,00
15.05.2012;0,09%;41;1014;23,90
16.05.2012;0,09%;60;1015;25,45
17.05.2012;0,09%;59;1016;26,70
18.05.2012;0,08%;58;1017;28,15
21.05.2012;0,07%;57;1018;25,85
22.05.2012;0,08%;56;1019;26,50
23.05.2012;0,08%;55;1020;26,35
24.05.2012;0,09%;54;1021;26,00
25.05.2012;0,08%;53;1022;26,10
29.05.2012;0,08%;52;1023;24,80
30.05.2012;0,07%;51;1024;26,90
31.05.2012;0,07%;50;1025;27,35
01.06.2012;0,07%;49;1026;29,15
04.06.2012;0,07%;48;1027;28,45
05.06.2012;0,08%;47;1028;27,35
06.06.2012;0,08%;46;1029;25,50
07.06.2012;0,08%;45;1030;25,30
08.06.2012;0,08%;44;1031;23,85
11.06.2012;0,08%;43;1032;26,40
12.06.2012;0,09%;42;1033;25,55
13.06.2012;0,09%;41;1034;26,75
14.06.2012;0,10%;40;1035;25,10
15.06.2012;0,09%;39;1036;23,65
18.06.2012;0,08%;38;1037;21,80
19.06.2012;0,09%;37;1038;21,90
20.06.2012;0,08%;60;1039;22,70
21.06.2012;0,08%;59;1040;24,75
22.06.2012;0,08%;58;1041;23,90
25.06.2012;0,08%;57;1042;24,25
26.06.2012;0,09%;56;1043;23,70
27.06.2012;0,09%;55;1044;23,65
28.06.2012;0,08%;54;1045;23,30
29.06.2012;0,08%;53;1046;21,95
02.07.2012;0,07%;52;1047;20,65
03.07.2012;0,08%;51;1048;20,20
05.07.2012;0,07%;50;1049;20,90
06.07.2012;0,07%;49;1050;20,60
09.07.2012;0,07%;48;1051;20,50
10.07.2012;0,09%;47;1052;21,20
11.07.2012;0,09%;46;1053;20,45
12.07.2012;0,10%;45;1054;20,60
13.07.2012;0,08%;44;1055;19,35
16.07.2012;0,09%;43;1056;19,30
17.07.2012;0,09%;42;1057;18,55
18.07.2012;0,09%;60;1058;20,60
19.07.2012;0,08%;59;1059;20,15
20.07.2012;0,09%;58;1060;20,95
23.07.2012;0,09%;57;1061;22,30
24.07.2012;0,10%;56;1062;23,20
25.07.2012;0,10%;55;1063;22,45
26.07.2012;0,10%;54;1064;20,90
27.07.2012;0,10%;53;1065;20,65
30.07.2012;0,10%;52;1066;21,25
31.07.2012;0,10%;51;1067;21,65
01.08.2012;0,09%;50;1068;21,35
02.08.2012;0,09%;49;1069;20,70
03.08.2012;0,08%;48;1070;19,40
06.08.2012;0,08%;47;1071;19,00
07.08.2012;0,10%;46;1072;19,70
08.08.2012;0,11%;45;1073;18,90
09.08.2012;0,11%;44;1074;18,65
10.08.2012;0,10%;43;1075;18,55
13.08.2012;0,10%;42;1076;18,25
14.08.2012;0,11%;41;1077;19,00
15.08.2012;0,08%;60;1078;20,95
16.08.2012;0,08%;59;1079;20,70
17.08.2012;0,07%;58;1080;20,30
20.08.2012;0,09%;57;1081;20,50
21.08.2012;0,10%;56;1082;20,85
22.08.2012;0,10%;55;1083;21,25
23.08.2012;0,10%;54;1084;21,60
24.08.2012;0,09%;53;1085;21,20
27.08.2012;0,09%;52;1086;21,30
28.08.2012;0,10%;51;1087;21,45
29.08.2012;0,10%;50;1088;21,70
30.08.2012;0,10%;49;1089;22,00
31.08.2012;0,07%;48;1090;21,20
04.09.2012;0,09%;47;1091;20,75
05.09.2012;0,10%;46;1092;20,35
06.09.2012;0,10%;45;1093;18,55
07.09.2012;0,10%;44;1094;17,55
10.09.2012;0,10%;43;1095;18,55
11.09.2012;0,10%;42;1096;18,35
12.09.2012;0,10%;41;1097;17,60
13.09.2012;0,10%;40;1098;16,45
14.09.2012;0,10%;39;1099;17,35
17.09.2012;0,09%;38;1100;16,85
18.09.2012;0,10%;37;1101;16,25
19.09.2012;0,11%;60;1102;17,70
20.09.2012;0,11%;59;1103;18,05
21.09.2012;0,10%;58;1104;17,90
24.09.2012;0,10%;57;1105;17,60
25.09.2012;0,11%;56;1106;18,35
26.09.2012;0,10%;55;1107;18,90
27.09.2012;0,09%;54;1108;17,75
28.09.2012;0,09%;53;1109;18,05
01.10.2012;0,08%;52;1110;18,30
02.10.2012;0,09%;51;1111;17,95
03.10.2012;0,09%;50;1112;17,70
04.10.2012;0,10%;49;1113;17,40
05.10.2012;0,10%;48;1114;17,25
08.10.2012;0,10%;47;1115;17,40
09.10.2012;0,10%;46;1116;18,05
10.10.2012;0,10%;45;1117;18,15
11.10.2012;0,10%;44;1118;17,55
12.10.2012;0,10%;43;1119;18,00
15.10.2012;0,09%;42;1120;17,15
16.10.2012;0,09%;41;1121;16,75
17.10.2012;0,11%;60;1122;17,50
18.10.2012;0,10%;59;1123;17,60
19.10.2012;0,09%;58;1124;18,45
22.10.2012;0,09%;57;1125;18,05
23.10.2012;0,10%;56;1126;19,40
24.10.2012;0,11%;55;1127;19,10
25.10.2012;0,11%;54;1128;18,90
26.10.2012;0,11%;53;1129;18,90
31.10.2012;0,11%;52;1130;19,50
01.11.2012;0,09%;51;1131;17,90
02.11.2012;0,09%;50;1132;18,60
05.11.2012;0,09%;49;1133;18,90
06.11.2012;0,09%;48;1134;18,10
07.11.2012;0,10%;47;1135;19,50
08.11.2012;0,09%;46;1136;19,30
09.11.2012;0,09%;45;1137;19,60
12.11.2012;0,09%;44;1138;18,35
13.11.2012;0,09%;43;1139;18,20
14.11.2012;0,10%;42;1140;19,00
15.11.2012;0,08%;41;1141;19,15
16.11.2012;0,08%;40;1142;18,20
19.11.2012;0,08%;39;1143;16,60
20.11.2012;0,07%;38;1144;16,40
21.11.2012;0,09%;60;1145;18,35
23.11.2012;0,09%;59;1146;17,90
26.11.2012;0,09%;58;1147;17,45
27.11.2012;0,08%;57;1148;17,80
28.11.2012;0,09%;56;1149;17,30
29.11.2012;0,08%;55;1150;17,00
30.11.2012;0,08%;54;1151;17,15
03.12.2012;0,08%;53;1152;17,70
04.12.2012;0,10%;52;1153;17,90
05.12.2012;0,09%;51;1154;17,35
06.12.2012;0,09%;50;1155;17,65
07.12.2012;0,08%;49;1156;17,25
10.12.2012;0,08%;48;1157;17,05
11.12.2012;0,07%;47;1158;16,50
12.12.2012;0,06%;46;1159;17,15
13.12.2012;0,05%;45;1160;17,35
14.12.2012;0,03%;44;1161;17,20
17.12.2012;0,02%;43;1162;16,50
18.12.2012;0,05%;42;1163;16,15
19.12.2012;0,05%;60;1164;17,90
20.12.2012;0,05%;59;1165;18,15
21.12.2012;0,06%;58;1166;18,55
24.12.2012;0,05%;57;1167;18,95
26.12.2012;0,06%;56;1168;19,55
27.12.2012;0,07%;55;1169;19,40
28.12.2012;0,03%;54;1170;21,95
31.12.2012;0,04%;53;1171;18,50
02.01.2013;0,06%;52;1172;16,75
03.01.2013;0,07%;51;1173;16,95
04.01.2013;0,07%;50;1174;16,70
07.01.2013;0,06%;49;1175;16,45
08.01.2013;0,05%;48;1176;16,45
09.01.2013;0,06%;47;1177;16,40
10.01.2013;0,06%;46;1178;16,10
11.01.2013;0,07%;45;1179;16,00
14.01.2013;0,07%;44;1180;15,95
15.01.2013;0,08%;43;1181;15,80
16.01.2013;0,07%;60;1182;17,10
17.01.2013;0,07%;59;1183;17,00
18.01.2013;0,07%;58;1184;16,30
22.01.2013;0,06%;57;1185;15,40
23.01.2013;0,07%;56;1186;15,05
24.01.2013;0,08%;55;1187;15,10
25.01.2013;0,07%;54;1188;15,15
28.01.2013;0,06%;53;1189;15,35
29.01.2013;0,07%;52;1190;14,95
30.01.2013;0,06%;51;1191;15,80
31.01.2013;0,07%;50;1192;15,75
01.02.2013;0,07%;49;1193;15,40
04.02.2013;0,06%;48;1194;15,90
05.02.2013;0,07%;47;1195;15,60
06.02.2013;0,07%;46;1196;15,35
07.02.2013;0,07%;45;1197;15,35
08.02.2013;0,07%;44;1198;15,05
11.02.2013;0,07%;43;1199;14,95
12.02.2013;0,08%;42;1200;14,80
13.02.2013;0,09%;41;1201;14,75
14.02.2013;0,10%;40;1202;14,55
15.02.2013;0,10%;39;1203;14,50
19.02.2013;0,11%;38;1204;13,90
20.02.2013;0,12%;60;1205;16,00
21.02.2013;0,12%;59;1206;16,15
22.02.2013;0,12%;58;1207;15,70
25.02.2013;0,12%;57;1208;17,50
26.02.2013;0,11%;56;1209;17,35
27.02.2013;0,10%;55;1210;16,10
28.02.2013;0,10%;54;1211;16,70
01.03.2013;0,10%;53;1212;16,95
04.03.2013;0,09%;52;1213;15,85
05.03.2013;0,10%;51;1214;15,55
06.03.2013;0,10%;50;1215;15,55
07.03.2013;0,10%;49;1216;15,25
08.03.2013;0,09%;48;1217;15,10
11.03.2013;0,09%;47;1218;14,45
12.03.2013;0,09%;46;1219;14,80
13.03.2013;0,09%;45;1220;14,70
14.03.2013;0,09%;44;1221;14,60
15.03.2013;0,08%;43;1222;14,70
18.03.2013;0,07%;42;1223;15,40
19.03.2013;0,05%;41;1224;15,40
20.03.2013;0,07%;60;1225;15,95
21.03.2013;0,07%;59;1226;16,15
22.03.2013;0,07%;58;1227;16,00
25.03.2013;0,06%;57;1228;15,80
26.03.2013;0,07%;56;1229;15,60
27.03.2013;0,09%;55;1230;15,70
28.03.2013;0,07%;54;1231;15,60
01.04.2013;0,05%;53;1232;15,75
02.04.2013;0,09%;52;1233;15,25
03.04.2013;0,06%;51;1234;15,75
04.04.2013;0,06%;50;1235;15,55
05.04.2013;0,06%;49;1236;15,50
08.04.2013;0,06%;48;1237;15,10
09.04.2013;0,06%;47;1238;15,05
10.04.2013;0,07%;46;1239;14,50
11.04.2013;0,06%;45;1240;14,50
12.04.2013;0,06%;44;1241;14,15
15.04.2013;0,06%;43;1242;16,65
16.04.2013;0,05%;42;1243;14,75
17.04.2013;0,05%;60;1244;16,75
18.04.2013;0,05%;59;1245;17,50
19.04.2013;0,05%;58;1246;16,80
22.04.2013;0,05%;57;1247;16,10
23.04.2013;0,05%;56;1248;15,40
24.04.2013;0,05%;55;1249;15,40
25.04.2013;0,05%;54;1250;15,50
26.04.2013;0,05%;53;1251;15,60
29.04.2013;0,05%;52;1252;15,55
30.04.2013;0,05%;51;1253;15,40
01.05.2013;0,05%;50;1254;15,95
02.05.2013;0,04%;49;1255;15,50
03.05.2013;0,05%;48;1256;15,25
06.05.2013;0,03%;47;1257;14,95
07.05.2013;0,03%;46;1258;14,90
08.05.2013;0,04%;45;1259;15,10
09.05.2013;0,04%;44;1260;15,35
10.05.2013;0,04%;43;1261;15,10
13.05.2013;0,04%;42;1262;15,10
14.05.2013;0,04%;41;1263;15,05
15.05.2013;0,04%;60;1264;16,25
16.05.2013;0,03%;59;1265;16,35
17.05.2013;0,03%;58;1266;16,15
20.05.2013;0,03%;57;1267;16,25
21.05.2013;0,04%;56;1268;16,50
22.05.2013;0,04%;55;1269;16,40
23.05.2013;0,04%;54;1270;16,55
24.05.2013;0,04%;53;1271;16,50
28.05.2013;0,04%;52;1272;16,35
29.05.2013;0,04%;51;1273;16,40
30.05.2013;0,03%;50;1274;16,55
31.05.2013;0,03%;49;1275;17,15
03.06.2013;0,03%;48;1276;17,00
04.06.2013;0,04%;47;1277;17,10
05.06.2013;0,04%;46;1278;17,70
06.06.2013;0,05%;45;1279;17,25
07.06.2013;0,04%;44;1280;16,90
10.06.2013;0,04%;43;1281;16,70
11.06.2013;0,04%;42;1282;17,60
12.06.2013;0,05%;41;1283;18,55
13.06.2013;0,04%;40;1284;17,70
14.06.2013;0,04%;39;1285;18,30
17.06.2013;0,04%;38;1286;17,80
18.06.2013;0,05%;37;1287;17,65
19.06.2013;0,04%;60;1288;18,35
20.06.2013;0,04%;59;1289;19,45
21.06.2013;0,04%;58;1290;19,40
24.06.2013;0,04%;57;1291;20,30
25.06.2013;0,06%;56;1292;19,95
26.06.2013;0,06%;55;1293;19,60
27.06.2013;0,05%;54;1294;19,05
28.06.2013;0,03%;53;1295;18,90
01.07.2013;0,01%;52;1296;18,45
02.07.2013;0,02%;51;1297;18,45
03.07.2013;0,04%;50;1298;18,35
05.07.2013;0,04%;49;1299;17,45
08.07.2013;0,03%;48;1300;16,75
09.07.2013;0,04%;47;1301;16,65
10.07.2013;0,03%;46;1302;16,35
11.07.2013;0,03%;45;1303;16,05
12.07.2013;0,03%;44;1304;16,20
15.07.2013;0,02%;43;1305;15,75
16.07.2013;0,03%;42;1306;16,20
17.07.2013;0,03%;60;1307;16,95
18.07.2013;0,03%;59;1308;16,90
19.07.2013;0,02%;58;1309;16,50
22.07.2013;0,01%;57;1310;16,20
23.07.2013;0,02%;56;1311;16,15
24.07.2013;0,02%;55;1312;16,20
25.07.2013;0,02%;54;1313;15,90
26.07.2013;0,02%;53;1314;15,85
29.07.2013;0,02%;52;1315;15,95
30.07.2013;0,04%;51;1316;15,70
31.07.2013;0,04%;50;1317;15,40
01.08.2013;0,04%;49;1318;15,05
02.08.2013;0,03%;48;1319;14,65
05.08.2013;0,04%;47;1320;14,45
06.08.2013;0,04%;46;1321;14,85
07.08.2013;0,04%;45;1322;15,05
08.08.2013;0,05%;44;1323;14,85
09.08.2013;0,05%;43;1324;15,20
12.08.2013;0,05%;42;1325;15,00
13.08.2013;0,05%;41;1326;14,90
14.08.2013;0,05%;40;1327;15,15
15.08.2013;0,05%;39;1328;15,75
16.08.2013;0,04%;38;1329;15,60
19.08.2013;0,04%;37;1330;15,95
20.08.2013;0,04%;36;1331;15,65
21.08.2013;0,03%;60;1332;16,95
22.08.2013;0,02%;59;1333;16,40
23.08.2013;0,03%;58;1334;16,25
26.08.2013;0,01%;57;1335;16,70
27.08.2013;0,06%;56;1336;17,90
28.08.2013;0,03%;55;1337;17,95
29.08.2013;0,02%;54;1338;17,95
30.08.2013;0,02%;53;1339;18,15
03.09.2013;0,02%;52;1340;17,65
04.09.2013;0,02%;51;1341;17,55
05.09.2013;0,02%;50;1342;17,40
06.09.2013;0,02%;49;1343;17,50
09.09.2013;0,01%;48;1344;16,80
10.09.2013;0,02%;47;1345;16,35
11.09.2013;0,02%;46;1346;15,75
12.09.2013;0,02%;45;1347;15,80
13.09.2013;0,01%;44;1348;15,80
16.09.2013;0,01%;43;1349;15,55
17.09.2013;0,01%;42;1350;15,45
18.09.2013;0,01%;60;1351;15,90
19.09.2013;0,00%;59;1352;15,90
20.09.2013;0,01%;58;1353;16,15
23.09.2013;0,01%;57;1354;16,40
24.09.2013;0,02%;56;1355;16,25
25.09.2013;0,02%;55;1356;16,20
26.09.2013;0,00%;54;1357;15,95
27.09.2013;0,01%;53;1358;16,35
30.09.2013;0,01%;52;1359;16,90
01.10.2013;0,02%;51;1360;16,25
02.10.2013;0,01%;50;1361;16,90
03.10.2013;0,02%;49;1362;17,45
04.10.2013;0,02%;48;1363;17,00
07.10.2013;0,02%;47;1364;18,35
08.10.2013;0,05%;46;1365;19,10
09.10.2013;0,04%;45;1366;18,70
10.10.2013;0,05%;44;1367;16,85
11.10.2013;0,06%;43;1368;16,40
14.10.2013;0,06%;42;1369;16,65
15.10.2013;0,10%;41;1370;17,30
16.10.2013;0,09%;60;1371;16,55
17.10.2013;0,04%;59;1372;15,60
18.10.2013;0,02%;58;1373;15,25
21.10.2013;0,03%;57;1374;15,50
22.10.2013;0,03%;56;1375;15,55
23.10.2013;0,03%;55;1376;15,55
24.10.2013;0,03%;54;1377;15,45
25.10.2013;0,03%;53;1378;15,50
